Ticker,1617.T,1617.T,1617.T,1617.T,1617.T,1617.T,1618.T,1618.T,1618.T,1618.T,1618.T,1618.T,1619.T,1619.T,1619.T,1619.T,1619.T,1619.T,1620.T,1620.T,1620.T,1620.T,1620.T,1620.T,1621.T,1621.T,1621.T,1621.T,1621.T,1621.T,1622.T,1622.T,1622.T,1622.T,1622.T,1622.T,1623.T,1623.T,1623.T,1623.T,1623.T,1623.T,1624.T,1624.T,1624.T,1624.T,1624.T,1624.T,1625.T,1625.T,1625.T,1625.T,1625.T,1625.T,1626.T,1626.T,1626.T,1626.T,1626.T,1626.T,1627.T,1627.T,1627.T,1627.T,1627.T,1627.T,1628.T,1628.T,1628.T,1628.T,1628.T,1628.T,1630.T,1630.T,1630.T,1630.T,1630.T,1630.T,1631.T,1631.T,1631.T,1631.T,1631.T,1631.T,1632.T,1632.T,1632.T,1632.T,1632.T,1632.T,1633.T,1633.T,1633.T,1633.T,1633.T,1633.T
Field,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,11337.4453125,14720.0,14740.0,14720.0,14740.0,14,7436.3740234375,11750.0,11770.0,11650.0,11730.0,80,7421.43505859375,11714.7001953125,11714.7001953125,11714.7001953125,11714.7001953125,0,8636.1123046875,10900.0,10900.0,10900.0,10900.0,1,8110.89013671875,10910.0,11020.0,10910.0,11020.0,238,8768.0322265625,12940.0,13500.0,12820.0,12870.0,1595,13326.6640625,22020.0,22160.0,22020.0,22160.0,16,12655.0400390625,16640.0,16640.0,16560.0,16560.0,7,9101.9921875,10510.0,10510.0,10490.0,10490.0,3,6907.89013671875,8570.7998046875,8570.7998046875,8570.7998046875,8570.7998046875,0,9176.986328125,11190.0,11200.0,11150.0,11200.0,117,7589.48583984375,9970.0,9970.0,9970.0,9970.0,1,7103.73291015625,8680.0,8710.0,8680.0,8710.0,2,4672.10888671875,7940.0,8060.0,7930.0,8060.0,561,5679.6162109375,8340.0,8360.0,8340.0,8360.0,18,13625.734375,16390.0,16390.0,16390.0,16390.0,1
2010-01-05,11306.638671875,14680.0,14760.0,14670.0,14760.0,315,7676.869140625,12130.0,12160.0,11890.0,11890.0,535,7532.4912109375,11890.0,11890.0,11880.0,11880.0,188,8683.6484375,10960.0,11030.0,10960.0,11030.0,790,8170.36328125,10990.0,11060.0,10980.0,11060.0,258,8666.392578125,12790.0,13000.0,12770.0,12960.0,354,13726.1005859375,22680.0,22680.0,22290.0,22290.0,204,12860.3818359375,16910.0,16940.0,16870.0,16910.0,248,9257.876953125,10690.0,10690.0,10630.0,10630.0,180,6979.78369140625,8660.0,8660.0,8640.0,8640.0,1327,9250.7939453125,11280.0,11330.0,11280.0,11280.0,540,7650.384765625,10050.0,10140.0,10050.0,10100.0,1196,7152.83740234375,8740.0,8740.0,8730.0,8730.0,639,4695.64599609375,7980.0,8100.0,7950.0,8010.0,6730,5822.6279296875,8550.0,8570.0,8500.0,8500.0,251,13700.5556640625,16480.0,16650.0,16480.0,16490.0,724
2010-01-06,11352.849609375,14740.0,14790.0,14660.0,14690.0,236,7721.1708984375,12200.0,12210.0,12130.0,12160.0,396,7545.16064453125,11910.0,11970.0,11910.0,11960.0,375,8715.3408203125,11000.0,11010.0,10960.0,10960.0,918,8237.2724609375,11080.0,11090.0,11000.0,11000.0,489,8700.2734375,12840.0,12850.0,12740.0,12760.0,77,13726.1005859375,22680.0,22680.0,22480.0,22480.0,305,12852.775390625,16900.0,16900.0,16760.0,16850.0,501,9188.5947265625,10610.0,10610.0,10570.0,10600.0,907,7076.50244140625,8780.0,8780.0,8690.0,8700.0,2254,9291.8017578125,11330.0,11370.0,11250.0,11250.0,491,7772.18212890625,10210.0,10210.0,10140.0,10140.0,693,7251.04443359375,8860.0,8860.0,8800.0,8800.0,640,4848.63671875,8240.0,8250.0,8020.0,8030.0,2632,5917.9697265625,8690.0,8730.0,8500.0,8500.0,486,14008.154296875,16850.0,16850.0,16590.0,16590.0,187
2010-01-07,11306.638671875,14680.0,14680.0,14640.0,14680.0,78,7714.841796875,12190.0,12300.0,12220.0,12220.0,110,7589.5048828125,11980.0,11980.0,11960.0,11960.0,186,8675.7275390625,10950.0,10980.0,10950.0,10980.0,190,8200.1005859375,11030.0,11040.0,11000.0,11040.0,168,8618.9619140625,12720.0,12820.0,12720.0,12820.0,2,13804.78125,22810.0,23110.0,22750.0,22900.0,191,12761.5126953125,16780.0,16950.0,16850.0,16940.0,70,9136.6328125,10550.0,10610.0,10540.0,10610.0,46,7076.50244140625,8780.0,8790.0,8770.0,8770.0,68,9341.005859375,11390.0,11390.0,11350.0,11350.0,139,7817.8544921875,10270.0,10270.0,10160.0,10160.0,141,7242.861328125,8850.0,8850.0,8840.0,8840.0,128,4936.900390625,8390.0,8440.0,8230.0,8350.0,1240,6040.55029296875,8870.0,8910.0,8800.0,8800.0,332,14049.7177734375,16900.0,17040.0,16900.0,16990.0,103
2010-01-08,11345.1494140625,14730.0,14780.0,14640.0,14760.0,353,7607.2509765625,12020.0,12230.0,11990.0,12190.0,649,7659.1923828125,12090.0,12120.0,12030.0,12120.0,560,8762.880859375,11060.0,11100.0,11030.0,11100.0,723,8177.7978515625,11000.0,11000.0,10900.0,10960.0,360,8829.015625,13030.0,13030.0,12940.0,12950.0,39,13713.99609375,22660.0,23110.0,22660.0,22900.0,198,13065.720703125,17180.0,17180.0,17000.0,17000.0,387,9275.197265625,10710.0,10720.0,10550.0,10550.0,5884,7108.7412109375,8820.0,8830.0,8820.0,8830.0,324,9390.212890625,11450.0,11450.0,11350.0,11370.0,582,7924.427734375,10410.0,10410.0,10270.0,10270.0,46,7234.67724609375,8840.0,8930.0,8810.0,8930.0,301,4972.20703125,8450.0,8450.0,8350.0,8450.0,1384,6095.03125,8950.0,8950.0,8900.0,8900.0,26,14132.8525390625,17000.0,17000.0,16900.0,16900.0,65
2010-01-12,11445.27734375,14860.0,14860.0,14780.0,14800.0,85,7740.15673828125,12230.0,12230.0,12050.0,12050.0,2008,7716.208984375,12180.0,12180.0,12050.0,12050.0,196,8826.2646484375,11140.0,11140.0,11010.0,11010.0,195,8177.7978515625,11000.0,11000.0,11000.0,11000.0,1,9052.6220703125,13360.0,13360.0,13180.0,13180.0,727,14125.5361328125,23340.0,23370.0,23000.0,23000.0,4,13141.7724609375,17280.0,17280.0,17000.0,17000.0,4,9361.80078125,10810.0,10810.0,10710.0,10720.0,118,7149.6044921875,8870.7001953125,8870.7001953125,8870.7001953125,8870.7001953125,0,9414.81640625,11480.0,11500.0,11450.0,11450.0,169,7977.7138671875,10480.0,10480.0,10480.0,10480.0,46,7234.67724609375,8840.0,8860.0,8840.0,8850.0,173,4983.97412109375,8470.0,8470.0,8310.0,8350.0,547,6176.751953125,9070.0,9110.0,8950.0,9000.0,88,14390.5703125,17310.0,17250.0,17050.0,17090.0,105
2010-01-13,11468.3818359375,14890.0,15000.0,14810.0,14900.0,36,7607.2509765625,12020.0,12100.0,12020.0,12020.0,352,7678.19970703125,12120.0,12120.0,12120.0,12120.0,104,8857.9560546875,11180.0,11180.0,11180.0,11180.0,181,8200.1005859375,11030.0,11050.0,10930.0,10930.0,216,8978.0869140625,13250.0,13500.0,13240.0,13500.0,86,13841.0888671875,22870.0,23160.0,23000.0,23160.0,91,13156.9833984375,17300.0,17520.0,17300.0,17340.0,430,9301.1806640625,10740.0,10760.0,10760.0,10760.0,40,7197.3994140625,8930.0,8930.0,8790.0,8790.0,416,9431.2177734375,11500.0,11600.0,11480.0,11480.0,312,7909.201171875,10390.0,10400.0,10390.0,10400.0,66,7324.69970703125,8950.0,8950.0,8950.0,8950.0,50,4942.7841796875,8400.0,8550.0,8400.0,8470.0,3782,6115.46142578125,8980.0,9160.0,8980.0,9120.0,35,14132.8525390625,17000.0,17260.0,17000.0,17260.0,137
2010-01-14,11314.3408203125,14690.0,14770.0,14590.0,14590.0,102,7632.5654296875,12060.0,12180.0,11960.0,12160.0,332,7652.85986328125,12080.0,12080.0,12080.0,12080.0,1,8945.111328125,11290.0,11290.0,10880.0,10880.0,738,8222.404296875,11060.0,11050.0,10940.0,10940.0,109,9086.5009765625,13410.0,13410.0,13370.0,13370.0,16,13835.037109375,22860.0,22860.0,22860.0,22860.0,7,13202.6162109375,17360.0,17360.0,16900.0,16900.0,100,9474.3857421875,10940.0,10940.0,10440.0,10440.0,599,7213.51806640625,8950.0,8950.0,8950.0,8950.0,11,9488.6259765625,11570.0,11570.0,11500.0,11520.0,853,7932.03857421875,10420.0,10460.0,10420.0,10460.0,2,7278.2978515625,8893.2998046875,8893.2998046875,8893.2998046875,8893.2998046875,0,5042.8173828125,8570.0,8590.0,8520.0,8550.0,1667,6183.56396484375,9080.0,9080.0,9060.0,9060.0,18,14024.779296875,16870.0,16980.0,16600.0,16600.0,111
