Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2010-01-04,,,,,,,,,,,
2010-01-05,0.003233035965769071,,0.008162438929992577,0.018380095329161072,0.003531132353513433,-0.0012888482242162658,0.00037492925159110513,,-0.011904706966053946,-0.009807100931453538,0.0036667505260710165
2010-01-06,0.0169938726211476,,0.011974437966909335,0.0020048967863006695,0.002110951877782652,-0.011187487444875854,-0.0007495774646641973,,0.0058614170498427764,0.01022330702302332,0.0013281767703310354
2010-01-07,-0.007778442502197613,,-0.0015004213066971417,0.0213477574042944,0.010884879013287607,-0.0039166758565115645,0.0,,-0.004532122175846309,0.0034790681538185986,0.008291925104307207
2010-01-08,0.013937279771561117,,0.006510222403414145,-0.005878521070192044,0.015977680012202677,0.006553598705943964,-0.003375960708692949,,-0.0009760476729540057,0.0015756526373980062,-0.00032916347060785167
2010-01-11,-0.005441266409816015,,-0.0013266295540746986,0.000657019943638204,0.010940267591755592,-0.003906372356559107,0.002634826634822174,,0.010416931329992218,0.005663947947395442,-0.0019743308687278915
2010-01-12,-0.019003676769262845,,-0.014446733159249048,-0.014445462467010062,-0.008116295916087535,-0.010893245064248047,0.005630603082663388,,-0.004187839951032446,-0.007196361989529665,-0.012858116149837895
2010-01-13,0.01174038912104347,,0.003706598831654029,0.011325817787858128,0.004091618668956132,0.009691378775678272,0.007092516303398577,,0.010999828311470727,0.013236622955489885,0.011355739601641712
2010-01-14,-0.012184402536058903,,0.002853592982052122,0.004611466196083658,0.0,0.002617884015081229,-0.0029654063252602114,,-0.00448065764415484,0.00902024333788809,0.0
2010-01-15,-0.007342281418333152,,-0.008034827225770758,-0.020327656251251658,-0.012903263699663658,-0.01392521494712573,-0.004832843384062424,,-0.006428293885449299,-0.0067814760845569255,-0.009907591022048967
2010-01-19,0.015976604040837117,,0.009112424569642341,0.012717651361862092,0.011007650213435527,0.01721117627943536,0.005976789010612826,,0.011646439038540013,0.02420843651471216,0.013342078932912838
2010-01-20,-0.017763459459459452,,-0.015551789875026478,-0.00264422997272995,-0.015311544027705515,-0.01605253130148132,-0.00742695491782408,,-0.010553077611180517,-0.008484960390568563,-0.013495562356541702
2010-01-21,-0.043285419682231874,,-0.020383698999236533,-0.02849535848639384,-0.02315116223262692,-0.010581722433906982,-0.014216217206095116,,-0.014544446641326148,-0.021699308203467882,-0.012679300984138386
2010-01-22,-0.0198323904557407,,-0.023755785055453615,-0.032741961769145456,-0.015210407115851754,-0.03475982518016363,-0.0022765596386332687,,-0.021974074001546717,-0.010933954154885295,-0.01926303822010933
2010-01-25,0.008852562512452034,,0.006571600353195928,0.005641880149433787,0.006465533029978765,0.00831062545281025,0.0019017422336740086,,0.006706822516015398,0.0,0.00516855948501016
2010-01-26,-0.014102441090560136,,-0.006352632363223698,-0.017532154496268215,-0.004282634924744566,-0.0027471232724439743,-0.001139215338567312,,0.0039967955413136025,-0.00568549392371176,0.001371296358347207
2010-01-27,-0.008582258537781384,,-0.003906592919174834,0.024268787989695673,0.002867246469935303,0.008264832726629923,0.0022811413395309454,,-0.006635508836886905,0.006988600085664709,0.0017117532057873142
2010-01-28,-0.017954460070325085,,-0.01051892953339817,-0.004878299080215087,-0.011436841371966988,-0.02868888228500799,-0.0026550322214656807,,-0.007682064106030673,-0.006309050706808539,-0.005809904371242847
2010-01-29,-0.01599732173291568,,-0.01801782189458434,-0.007002472609633381,-0.010122813136817621,-0.017346195300807055,-0.003802375584965767,,-0.006058255854175187,-0.006984002342950157,-0.006187683394589083
2010-02-01,0.03981397748756743,,0.033027490568878104,0.016925088037680558,0.01497435661466584,0.011450176149174762,0.007634002758586611,,0.006433709120622577,0.005754240783201636,0.012798385924468914
2010-02-02,0.0031907502100991803,,0.013143431462939947,0.009708693562915593,0.019071885386789722,0.00990541482914753,0.014393800026874182,,0.008075518607373988,0.020661277208305684,0.014002801512928098
2010-02-03,-0.011450063084753381,,-0.008589966198837784,-0.010988838358156006,-0.0060030617428998845,0.0023353578774867323,-0.007094834236580527,,-0.007009153560872949,-0.013391547970005635,0.0006737567969699043
2010-02-04,-0.03732334780025226,,-0.04102632434413134,-0.0430558508109411,-0.029485080226762994,-0.027959441300731025,-0.02030819834661257,,-0.026218708280837832,-0.025252530862943656,-0.02894663732172742
2010-02-05,0.018717109564353906,,0.00018518363245001446,0.011611190699860385,-0.00439208366561239,0.010067438783817328,-0.0026871943456513447,,-0.0017259309203920825,-0.0016191866165691238,-0.002773012588371704
2010-02-08,-0.01607657513055094,,-0.00921878473047233,-0.0200863291047626,-0.01102969197331427,-0.004271163219010443,-0.0011545469878604386,,-0.011410492379741233,-0.004865519436638821,-0.00625634525763763
2010-02-09,0.024341338718712358,,0.02102782302851458,0.010248743220939494,0.019331281226795616,0.008579645312554396,0.011945396757577331,,0.010143098197963551,0.007822696898434511,0.01538977864647384
2010-02-10,-0.0068354839787027055,,-0.004192374502530627,0.007971459952830662,-0.0014590018228107793,-0.0028357400986442904,-0.0011425739096532217,,-0.004501520295359773,-0.006144966446008482,-0.004133648165096093
2010-02-11,0.017043317617395637,,0.01702032552704069,0.0021566877762801973,0.01497435661466584,0.01042672204977313,0.008006491622351453,,0.005913186253359015,0.006833764039392509,0.011760483386484166
2010-02-12,-0.0019335585700228641,,0.0003602673506368781,0.0007174612122531343,-0.00791627935149175,0.0018760839034797083,0.0,,-0.003803612797799505,-0.0022623519002830106,0.0
2010-02-16,0.02518591697697503,,0.02356494162078282,0.020787752068465837,0.02357632379850627,0.014981563419378174,0.010212041074342704,,0.017355045616634923,0.008746326721921438,0.016068524623930935
2010-02-17,0.0006297050361268042,,-0.0014055588757584392,0.0035121731830110026,0.008504383105625735,0.0027673962823944187,0.00711331637068513,,-0.004093614968944781,0.007707220394197689,0.008075435278733334
2010-02-18,0.010702243135159106,,0.00563186384477854,0.006297680862906274,0.009135602497651885,0.0064397640382165555,0.005948013745984637,,0.005481007705520957,0.004780321114215669,0.0063416878773912
2010-02-19,0.005605571298492817,,0.003850641667507926,0.0055633046105647566,0.004874824520250565,-0.0027426411761054537,0.002217262039355905,,0.013969167049376674,0.0,0.0023215540018224345
2010-02-22,-0.00433580833007996,,-0.013772648082834515,0.013139599057937712,0.000692922892066683,-0.0018328776080849263,0.0,,-0.005376255504785932,-0.0028545470171517096,-0.0003306626497961984
2010-02-23,-0.01586303160588798,,-0.01661704011075804,-0.01842996222960802,-0.01281153792895906,-0.012397086129063095,-0.00553072856524639,,-0.0067564476255578265,-0.009542156082575803,-0.005958359041452033
2010-02-24,-0.002528771884193759,,0.006291220525740382,0.017385422235373094,0.010171723445538294,0.009763433507668173,0.006302676743368929,,0.0010201853056783783,0.007386022305144735,0.012987263289617967
2010-02-25,-0.002217878573693155,,0.0005366751621860288,-0.0027339578749252524,-0.0024306415558040806,-0.0027630626146396553,0.0007374160927073881,,-0.002038517854938804,0.0006374458191087395,0.0016432831584107799
2010-02-26,0.0003174950761684059,,0.002320672389600098,0.006168832737657004,0.0038288605633021167,0.001385413762636123,-0.0047869040554164854,,-0.007831378460483873,0.0003184798301847369,0.0016411212047307
2010-03-01,0.015238183726303367,,0.009262470131655043,0.002724324855035487,0.013176188133812827,0.012908784540789586,0.007029543369869495,,0.01441300987221461,0.009554395079376166,0.01572729016101304
2010-03-02,0.008442877793516823,,0.008294925275394993,0.003396898846446561,0.0017111414418720106,-0.0013652191782060896,0.00367364280721727,,0.00304466833798811,0.0034699699590159394,-0.005161157485522705
2010-03-03,0.008682121660882558,,0.004375937686720066,0.0006770373701716625,0.001366610031820814,0.00045609062711648996,0.0003659009263337065,,-0.001686235541309311,-0.004086678518548048,0.002918170044040158
2010-03-04,0.00676307476051119,,-0.005228110894093918,0.01014911349880121,0.004776871598321852,0.004100141551094172,0.0032931985771120775,,0.0020273737717266815,-0.0031565961131224674,0.009052635597524228
2010-03-05,0.012824231132289254,,0.018745634995554372,0.01942356179010818,0.015279818508707299,0.012250411829070718,0.006199458742417674,,0.010114222473083467,0.013932780887164542,0.018583859099095434
2010-03-08,0.0,,-0.001548155869213197,0.0019709568981327585,-0.004682439427469709,0.005379136421530539,-0.003624058154227061,,0.0,-0.005933943535567976,0.0025165594775722333
2010-03-09,-0.006331007701332769,,0.0,0.0032791513161911645,0.008065000251576082,0.004458208136005615,-0.0014551962391018414,,-0.0013348966134263396,-0.0006281547421378431,-0.001569029074189876
